sku,category,title,price,star,api,update_time
1787863188,default,"Губка, 10 шт.",117,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.618479
2271424056,default,"Коробка для переезда длина 55 см, ширина 35 см, высота 25 см.",136,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.618479
2561265977,default,Шприц колбасный,185,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.618479
2943138351,default,Насадка на швабру,200,3.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.618479
2938800925,default,"ZwrYuey Салфетки для уборки, Чисто белый, 25х20см см, 100 шт.",197,3.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3214253792,default,"Ролик для теста тесторезка, 20 см х 12 см, 1 предм.",146,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3095794259,default,"капусторезка, ручная терка 1 шт",95,4.5,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
2966759630,default,"Крепление для картин, 8 шт",84,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
2686452452,default,"Губка губки для мытья посуды, Меламин, 20 шт.",81,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3489321612,default,"Ручка для черенка,Пластик,178см",88,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3270319442,default,Разбрасыватель&#x2F;Сеялка,83,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3315036651,default,"Набор для выпечки, 15 см , 10 предм.",166,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
2099712236,default,"Нож для удаления сердцевины, 1 шт",96,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
2863195611,default,"Шумовка, 39 см",156,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3215333035,default,Измеритель температуры и влажности в теплице,132,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
3228362237,default,"Губка oval, Пенополиуретан, 10 шт.",159,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.623013
1891189572,default,Настенные часы,146,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
2004584784,default,"Медицинский термометр,Электронный термометр, измеряющий температуру тела человека, точно",119,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
2452225405,default,Пульверизатор 2 шт,97,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
2323692970,default,"Губка, 20 шт.",117,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
3042684840,default,"Кувшин, 3.5 л",146,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
1437063801,default,Напольный светильник,102,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
3135246990,default,"Емкость для масла, 300 мл, 1 шт",143,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
3285569422,default,"Диспенсер для туалетной бумаги, 1 шт",127,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
3035808454,default,"Коврик для приготовлениях 20.5 см, 1 шт",119,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
1928098292,default,"Полка для ванной Настенная Угловая, 5.6х17.5х5.6 см, 1 шт.",172,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
3133157432,default,"Сетка для раковины 15 см х 15 см, 100 шт",84,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
2383762712,default,"Набор для выпечки, 15 см , 10 предм.",173,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.627560
3145767765,default,"Крышка от брызг, диаметр: 29, 1 шт",185,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
3177824805,default,"Бумага пищевая, 20м х 20 см, 100 шт",146,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
1840060966,default,"Органайзер для белья, одежды15х15х12 см. ",68,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
2813718220,default,Венчик,192,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
2563424671,default,"Чехол на мебель для стула, 36 см х 36см",97,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
3307193260,default,Термометр медицинский электронный. Градусник,112,4.4,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
2179499165,default,Подушка на стул A093-01 38x40 см,166,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
2615724278,default,"Держатель для освежителя воздуха, 1 шт",195,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
1880482923,default,"Дуршлаг, 1 предм.",145,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
1766904773,default,Свет оптического волокна СИД,81,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
3420959309,default,Набор для выпечки,146,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
2781366696,default,"Ролик для теста, 20 см х 12 см, 1 предм.",133,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.631077
2519065213,default,"Перчатки хозяйственные, размер M, 3 пары",185,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
2558534714,default,"Набор для выпечки, 10 см х 5 см, 1 предм.",157,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
2706157278,default,"Бумага пищеваях 20 см, 100 шт",171,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
2096677641,default,"Решетка-гриль Нержавеющая сталь, ширина 27 см, ",192,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
3024697727,default,"Дуршлаг, диаметр 22 см, 1 предм.",141,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
1861458179,default,juningan Набор садовых инструментов,97,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
2916917232,default,"Салфетки для уборки, белое  U7S, 25X25X10 см, 100 шт.",136,4.5,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
1994199900,default,Органайзер с выдвижными ящиками12х32х12 см. ,93,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
2268566174,default,Напольный светильник,113,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
3401132566,default,Крючок для ванной комнаты без перфорации,185,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
3145767765,default,"Крышка от брызг, диаметр: 29, 1 шт",185,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
3177824805,default,"Бумага пищевая, 20м х 20 см, 100 шт",146,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.635694
2383762712,default,"Набор для выпечки, 15 см , 10 предм.",173,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
3006211737,default,Нож кухонный для фигурной нарезки СЕТОЧКОЙ &#x2F; форма для выпечки и для запекания &#x2F; ролик для теста лапшерезка,168,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
1888098817,default,1 шт. Благовония Stick горелки,67,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
1727393147,default,"Подставка для зубочисток, 9 см х 6 см х 6 см, 1 шт",156,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
3096467273,default,"Потолочный светильник, E27, 28 Вт",107,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
3226380978,default,Держатель для полотенец 1 шт,175,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
2563354408,default,"Держатель для фена, 1 шт",159,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
2306424904,default,Разбрасыватель&#x2F;Сеялка,95,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
2813445419,default,"qixianhong Орехокол, 17 см",169,4.5,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
1748808177,default,"Держатель кухонный для губки, мыла, 25 см х 11 см х 1 см, 1 шт",185,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
1757267781,default,Пробка для термоса гильзы с кнопкой,160,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
2519065213,default,"Перчатки хозяйственные, размер M, 3 пары",185,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:30:57.766722
1893522867,default,"Уличный светильник, количество ламп:3шт",158,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
1948981760,default, Фартук кухонный ,185,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
2974547066,default,"Набор для выпечки тесторезка, 20 см х 12 см, 1 предм.",179,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
3368311630,default,Шарики для стирки от шерсти и волос в стиральной машине мячики против мусора катышек ворса 9шт,85,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
2129314760,default,"Емкость для масла, 200,5 мл, 1 шт",107,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
2459715935,default,Мешки садовые,193,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
3351100843,default,Держатель для полотенец 5 шт,76,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
3252928159,default,"Светодиодный ночник-проектор с эффектом северного сияния, подходит для спальни и детской комнаты, отличный подарок",159,4.5,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
3252917930,default,"Губка, 6 шт.",132,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
3088667420,default,Разбрасыватель&#x2F;Сеялка,78,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
1897162690,default,"Решетка-гриль Нержавеющая сталь, ",195,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
3338179846,default,"Терка тарелка керамическая,Керамическая терка для имбиря",166,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.526582
1890503283,default,"sassin Нож столовый 1 предм. черный, серый",156,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
3267935172,default,Латексные напальчники,85,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
3206197282,default,"Автополив 90 л,, 3 шт, цвет прозрачный",187,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
1883217157,default,"Корона на голову надувная, 31 см",132,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
3156550097,default,Мыльница,83,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
2527500203,default,Нож для удаления сердцевины,172,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
3367601846,default,"Шприц колбасный, насадок: 3 шт",166,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
3226444313,default,Мыльница,101,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
2894413599,default,"Венчик, длина 29 см",198,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
2620443400,default,"Салфетки для уборки, Белый",146,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
3228741932,default,Ручка для переноски пакетов,170,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
1975034950,default,"Мешок кондитерский, насадок: 14 шт, мешков: 2 шт",198,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.530617
1764523056,default,"Форма для выпечки, Прямоугольная, 10 см x 20 см, 1 шт",154,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
3283284372,default,"Коврик для приготовления, 0.24м х 24 см, 6 мкм, 4 шт",88,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
2125760592,default,"Перчатки хозяйственные, размер Универсальный, 1 пара",184,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
3132049447,default,Нож для чистки черных ананасов,198,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
2122425376,default,Открывалка,185,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
2874348317,default,Разбрасыватель&#x2F;Сеялка,88,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
2997746739,default,"Контейнер пищевой, 4 шт",195,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
3005869721,default,Ситечко для заваривания чая,172,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
3197944902,default,"Шампур 9.5 см, 20 шт",172,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
3225231746,default,"Форма для выпечки, 1 шт",93,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
1761635883,default,"Щипцы кухонные, длина 28 см",156,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
1899384989,default,"SYJWY Кофр для хранения вещей, 60 см х 40 см  х 30 см , 1 шт",169,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.533756
3338179846,default,"Терка тарелка керамическая,Керамическая терка для имбиря",166,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2106099238,default,Яйцерезка,145,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
3059309555,default,"Сетка для раковины, 100 шт",96,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2897587693,default,"Бумага пищевая, 0.20м х 16 см, 50 шт",172,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
3075572582,default,Секатор,132,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2753225635,default,"Бумага пищевая, 0.2м х 15 см, 100 шт",156,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2432821974,default,Напольный светильник 20cm,101,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
3062343595,default,Эксклюзивная навесная система с 5 крючками из нержавеющей стали для шкафа,88,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2925126337,default,"Набор для приготовления матчи, длина 30 см",107,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
3277423342,default,"Открывалка, 13 см, 1 шт",136,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2862154150,default,Насадка на швабру,185,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
3311805165,default,Пульверизатор,88,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.538974
2067880959,default,"Перчатки хозяйственные, размер M, 12 пар",189,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
2415705687,default,Напольный светильник 50cm,152,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
3189637574,default,Органайзер для хранения вещей,136,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
3298111182,default,"Коврик для кухонных полок, 45 см х 30 см, 6 шт",187,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
2577096102,default,Держатель для полотенец,102,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
3083077716,default,"Коврики&#x2F;подколенники для садовых работ,2шт",118,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
1813494610,default,"Держатель кухонный для губки, мыла, 25 см х 11 см х 1 см, 1 шт",177,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
1960034572,default,"Клипсы для парника, ABS пластик, 100 шт",171,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
3213616413,default,"Наволочка декоративная 43x43 см, ",96,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
3467661576,default,Крючок для полотенец,166,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
1720105867,default,"USB лампа для чтения, портативная гибкая USB лампа для защиты глаз, мини-ночник для ноутбука",136,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
3332884407,default,"Шпатель-скребок кондитерский, длина 15 см, 1 шт",185,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.543518
2994506723,default,"Форма для выпечки, Квадратная, 18 см x 18 см, 1 шт",185,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
3206480447,default,"Держатель для лампы, на прищепке гибкий &#x2F; Подставка для фитолампы, для светильников &#x2F; Кронштейн. Размер регулируется до 60 см. Цвет белый",150,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
2684009288,default,"Клипсы для парника72 х 28мм, ABS пластик, Акрилик, 100 шт",166,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
3003921146,default,"Тендерайзер для мяса, 19 см",182,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
3420629532,default,"Ручка для черенка,Пластик,170см",132,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
3030013783,default,"Лопатка кулинарная, длина 28 см, 1 шт",169,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
2966900584,default,Ситечко для заварки,136,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
1748686707,default,"LSWY Потолочный светильник, E27, 28 Вт",161,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
3390410659,default,"Форма для запекания, Прямоугольная, 21 см x 21 см, 1 шт",156,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
2835433169,default,Мыльница,66,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
2266497991,default,"Подставка декоративная для декоративной тарелки, 10 шт.",135,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
2891818940,default,Разбрасыватель&#x2F;Сеялка,72,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.547517
1927783944,default,"Ролик для теста, 1 предм.",137,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
3170285030,default,Разбрасыватель&#x2F;Сеялка,127,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2917171659,default,"IKEA Фрукто-овощечистка горизонтальная, 1 шт",156,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2835303216,default,Разбрасыватель&#x2F;Сеялка,117,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2213575622,default,"Форма для запекания, Прямоугольная, 6 яч., 13.5 см x 20 см, 1 шт",127,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
3104336855,default,"Форма для выпечки, Прямоугольная x 19.5 см, 1 шт",112,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2745557069,default,"Коврик для приготовления, 0.26м х 26 см, 4 шт",131,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2911601061,default,"Сито, диаметр 14.5 см, 1 предм.",174,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2981365184,default,"Зажим кухонный, 12 шт",146,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2504091212,default,"Салфетки для уборки, Белый, 20x20 см, 70 шт.",185,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
2976963662,default,"Коврик для кухонных полок, 100 см х 30 см",149,4.7,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
3132071140,default,Кольцо кулинарное 5 шт,82,4.4,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.553801
3235779147,default,"Термос Ударопрочный корпус, Отверстие для питья, Непроливайка, 3.5 л",439,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
2818828189,default,"Дуршлаг, 0.9 л, 1 предм.",175,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
1741398431,default,Держатель для полотенец 1 шт,127,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
2794515386,default,"Looney Воронка кухонная, диаметр 6, 8, 10 см, 3 шт",178,5.0,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
3024242639,default,Благовония конусы. Ароматические пули стелющийся дым. Набор благовоний. Ассорти 100 штук.,164,4.6,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
1799008453,default,"Фрукто-овощечистка горизонтальная, 1 шт",116,4.5,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
2155612116,default,"Опрыскиватель для растений, 0.3 л 1 шт",127,4.8,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
3231295297,default,"Ложка кулинарная, 22 см, 1 предм.",185,4.9,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
2952001795,default,"капусторезка, ручная терка 2 шт",143,4.5,<api.api.API object at 0x000001FB1EE119A0>,2026-03-07 03:31:00.557316
